id,posterior
seen_pair_000239,0.5
seen_pair_000240,0.5
seen_pair_000241,0.5
seen_pair_000242,0.5
seen_pair_000243,0.5
seen_pair_000244,0.5
seen_pair_000245,0.5
seen_pair_000246,0.5
seen_pair_000247,0.5
seen_pair_000248,0.5
seen_pair_000249,0.5
seen_pair_000250,0.5
seen_pair_000251,0.5
seen_pair_000252,0.5
seen_pair_000253,0.5
seen_pair_000254,0.5
seen_pair_000255,0.5
seen_pair_000256,0.5
seen_pair_000257,0.5
seen_pair_000258,0.5
seen_pair_000259,0.5
seen_pair_000260,0.5
seen_pair_000261,0.5
seen_pair_000262,0.5
seen_pair_000263,0.5
seen_pair_000264,0.5
seen_pair_000265,0.5
seen_pair_000266,0.5
seen_pair_000267,0.5
seen_pair_000268,0.5
seen_pair_000269,0.5
seen_pair_000270,0.5
seen_pair_000271,0.5
seen_pair_000272,0.5
seen_pair_000273,0.5
seen_pair_000274,0.5
seen_pair_000275,0.5
seen_pair_000276,0.5
seen_pair_000277,0.5
seen_pair_000278,0.5
seen_pair_000279,0.5
seen_pair_000280,0.5
seen_pair_000281,0.5
seen_pair_000282,0.5
seen_pair_000283,0.5
seen_pair_000284,0.5
seen_pair_000285,0.5
seen_pair_000286,0.5
seen_pair_000287,0.5
seen_pair_000288,0.5
seen_pair_000289,0.5
seen_pair_000290,0.5
seen_pair_000291,0.5
seen_pair_000292,0.5
seen_pair_000293,0.5
seen_pair_000294,0.5
seen_pair_000295,0.5
seen_pair_000296,0.5
seen_pair_000297,0.5
seen_pair_000298,0.5
seen_pair_000299,0.5
seen_pair_000300,0.5
seen_pair_000301,0.5
seen_pair_000302,0.5
seen_pair_000303,0.5
seen_pair_000304,0.5
seen_pair_000305,0.5
seen_pair_000306,0.5
seen_pair_000307,0.5
seen_pair_000308,0.5
seen_pair_000309,0.5
seen_pair_000310,0.5
seen_pair_000311,0.5
seen_pair_000312,0.5
seen_pair_000313,0.5
seen_pair_000314,0.5
seen_pair_000315,0.5
seen_pair_000316,0.5
seen_pair_000317,0.5
seen_pair_000318,0.5
seen_pair_000319,0.5
seen_pair_000320,0.5
seen_pair_000321,0.5
seen_pair_000322,0.5
seen_pair_000323,0.5
seen_pair_000324,0.5
seen_pair_000325,0.5
seen_pair_000326,0.5
seen_pair_000327,0.5
seen_pair_000328,0.5
seen_pair_000329,0.5
seen_pair_000330,0.5
seen_pair_000331,0.5
seen_pair_000332,0.5
seen_pair_000333,0.5
seen_pair_000334,0.5
seen_pair_000335,0.5
seen_pair_000336,0.5
seen_pair_000337,0.5
seen_pair_000338,0.5
seen_pair_000339,0.5
seen_pair_000340,0.5
seen_pair_000341,0.5
seen_pair_000342,0.5
seen_pair_000343,0.5
seen_pair_000344,0.5
seen_pair_000345,0.5
seen_pair_000346,0.5
seen_pair_000347,0.5
seen_pair_000348,0.5
seen_pair_000349,0.5
seen_pair_000350,0.5
seen_pair_000351,0.5
seen_pair_000352,0.5
seen_pair_000353,0.5
seen_pair_000354,0.5
seen_pair_000355,0.5
seen_pair_000356,0.5
seen_pair_000357,0.5
seen_pair_000358,0.5
seen_pair_000359,0.5
seen_pair_000360,0.5
seen_pair_000361,0.5
seen_pair_000362,0.5
seen_pair_000363,0.5
seen_pair_000364,0.5
seen_pair_000365,0.5
seen_pair_000366,0.5
seen_pair_000367,0.5
seen_pair_000368,0.5
seen_pair_000369,0.5
seen_pair_000370,0.5
seen_pair_000371,0.5
seen_pair_000372,0.5
seen_pair_000373,0.5
seen_pair_000374,0.5
seen_pair_000375,0.5
seen_pair_000376,0.5
seen_pair_000377,0.5
seen_pair_000378,0.5
seen_pair_000379,0.5
seen_pair_000380,0.5
seen_pair_000381,0.5
seen_pair_000382,0.5
seen_pair_000383,0.5
seen_pair_000384,0.5
seen_pair_000385,0.5
seen_pair_000386,0.5
seen_pair_000387,0.5
seen_pair_000388,0.5
seen_pair_000389,0.5
seen_pair_000390,0.5
seen_pair_000391,0.5
seen_pair_000392,0.5
seen_pair_000393,0.5
seen_pair_000394,0.5
seen_pair_000395,0.5
seen_pair_000396,0.5
seen_pair_000397,0.5
seen_pair_000398,0.5
seen_pair_000399,0.5
seen_pair_000400,0.5
seen_pair_000401,0.5
seen_pair_000402,0.5
seen_pair_000403,0.5
seen_pair_000404,0.5
seen_pair_000405,0.5
seen_pair_000406,0.5
seen_pair_000407,0.5
seen_pair_000408,0.5
seen_pair_000409,0.5
seen_pair_000410,0.5
seen_pair_000411,0.5
seen_pair_000412,0.5
seen_pair_000413,0.5
seen_pair_000414,0.5
seen_pair_000415,0.5
seen_pair_000416,0.5
seen_pair_000417,0.5
seen_pair_000418,0.5
seen_pair_000419,0.5
seen_pair_000420,0.5
seen_pair_000421,0.5
seen_pair_000422,0.5
seen_pair_000423,0.5
seen_pair_000424,0.5
seen_pair_000425,0.5
seen_pair_000426,0.5
seen_pair_000427,0.5
seen_pair_000428,0.5
seen_pair_000429,0.5
seen_pair_000430,0.5
seen_pair_000431,0.5
seen_pair_000432,0.5
seen_pair_000433,0.5
seen_pair_000434,0.5
seen_pair_000435,0.5
seen_pair_000436,0.5
seen_pair_000437,0.5
seen_pair_000438,0.5
seen_pair_000439,0.5
seen_pair_000440,0.5
seen_pair_000441,0.5
seen_pair_000442,0.5
seen_pair_000443,0.5
seen_pair_000444,0.5
seen_pair_000445,0.5
seen_pair_000446,0.5
seen_pair_000447,0.5
seen_pair_000448,0.5
seen_pair_000449,0.5
seen_pair_000450,0.5
seen_pair_000451,0.5
seen_pair_000452,0.5
seen_pair_000453,0.5
seen_pair_000454,0.5
seen_pair_000455,0.5
seen_pair_000456,0.5
seen_pair_000457,0.5
seen_pair_000458,0.5
seen_pair_000459,0.5
seen_pair_000460,0.5
seen_pair_000461,0.5
seen_pair_000462,0.5
seen_pair_000463,0.5
seen_pair_000464,0.5
seen_pair_000465,0.5
seen_pair_000466,0.5
seen_pair_000467,0.5
seen_pair_000468,0.5
seen_pair_000469,0.5
seen_pair_000470,0.5
seen_pair_000471,0.5
seen_pair_000472,0.5
seen_pair_000473,0.5
seen_pair_000474,0.5
seen_pair_000475,0.5
seen_pair_000476,0.5
seen_pair_000477,0.5
seen_pair_000478,0.5
seen_pair_000479,0.5
seen_pair_000480,0.5
seen_pair_000481,0.5
seen_pair_000482,0.5
seen_pair_000483,0.5
seen_pair_000484,0.5
seen_pair_000485,0.5
seen_pair_000486,0.5
seen_pair_000487,0.5
seen_pair_000488,0.5
seen_pair_000489,0.5
seen_pair_000490,0.5
seen_pair_000491,0.5
seen_pair_000492,0.5
seen_pair_000493,0.5
seen_pair_000494,0.5
seen_pair_000495,0.5
seen_pair_000496,0.5
seen_pair_000497,0.5
seen_pair_000498,0.5
seen_pair_000499,0.5
seen_pair_000500,0.5
seen_pair_000501,0.5
seen_pair_000502,0.5
seen_pair_000503,0.5
seen_pair_000504,0.5
seen_pair_000505,0.5
seen_pair_000506,0.5
seen_pair_000507,0.5
seen_pair_000508,0.5
seen_pair_000509,0.5
seen_pair_000510,0.5
seen_pair_000511,0.5
seen_pair_000512,0.5
seen_pair_000513,0.5
seen_pair_000514,0.5
seen_pair_000515,0.5
seen_pair_000516,0.5
seen_pair_000517,0.5
seen_pair_000518,0.5
seen_pair_000519,0.5
seen_pair_000520,0.5
seen_pair_000521,0.5
seen_pair_000522,0.5
seen_pair_000523,0.5
seen_pair_000524,0.5
seen_pair_000525,0.5
seen_pair_000526,0.5
seen_pair_000527,0.5
seen_pair_000528,0.5
seen_pair_000529,0.5
seen_pair_000530,0.5
seen_pair_000531,0.5
seen_pair_000532,0.5
seen_pair_000533,0.5
seen_pair_000534,0.5
seen_pair_000535,0.5
seen_pair_000536,0.5
seen_pair_000537,0.5
seen_pair_000538,0.5
seen_pair_000539,0.5
seen_pair_000540,0.5
seen_pair_000541,0.5
seen_pair_000542,0.5
seen_pair_000543,0.5
seen_pair_000544,0.5
seen_pair_000545,0.5
seen_pair_000546,0.5
seen_pair_000547,0.5
seen_pair_000548,0.5
seen_pair_000549,0.5
seen_pair_000550,0.5
seen_pair_000551,0.5
seen_pair_000552,0.5
seen_pair_000553,0.5
seen_pair_000554,0.5
seen_pair_000555,0.5
seen_pair_000556,0.5
seen_pair_000557,0.5
seen_pair_000558,0.5
seen_pair_000559,0.5
seen_pair_000560,0.5
seen_pair_000561,0.5
seen_pair_000562,0.5
seen_pair_000563,0.5
seen_pair_000564,0.5
seen_pair_000565,0.5
seen_pair_000566,0.5
seen_pair_000567,0.5
seen_pair_000568,0.5
seen_pair_000569,0.5
seen_pair_000570,0.5
seen_pair_000571,0.5
seen_pair_000572,0.5
seen_pair_000573,0.5
seen_pair_000574,0.5
seen_pair_000575,0.5
seen_pair_000576,0.5
seen_pair_000577,0.5
seen_pair_000578,0.5
seen_pair_000579,0.5
seen_pair_000580,0.5
seen_pair_000581,0.5
seen_pair_000582,0.5
seen_pair_000583,0.5
seen_pair_000584,0.5
seen_pair_000585,0.5
seen_pair_000586,0.5
seen_pair_000587,0.5
seen_pair_000588,0.5
seen_pair_000589,0.5
seen_pair_000590,0.5
seen_pair_000591,0.5
seen_pair_000592,0.5
seen_pair_000593,0.5
seen_pair_000594,0.5
seen_pair_000595,0.5
seen_pair_000596,0.5
seen_pair_000597,0.5
seen_pair_000598,0.5
seen_pair_000599,0.5
seen_pair_000600,0.5
seen_pair_000601,0.5
seen_pair_000602,0.5
seen_pair_000603,0.5
seen_pair_000604,0.5
seen_pair_000605,0.5
seen_pair_000606,0.5
seen_pair_000607,0.5
seen_pair_000608,0.5
seen_pair_000609,0.5
seen_pair_000610,0.5
seen_pair_000611,0.5
seen_pair_000612,0.5
seen_pair_000613,0.5
seen_pair_000614,0.5
seen_pair_000615,0.5
seen_pair_000616,0.5
seen_pair_000617,0.5
seen_pair_000618,0.5
seen_pair_000619,0.5
seen_pair_000620,0.5
seen_pair_000621,0.5
seen_pair_000622,0.5
seen_pair_000623,0.5
seen_pair_000624,0.5
seen_pair_000625,0.5
seen_pair_000626,0.5
seen_pair_000627,0.5
seen_pair_000628,0.5
seen_pair_000629,0.5
seen_pair_000630,0.5
seen_pair_000631,0.5
seen_pair_000632,0.5
seen_pair_000633,0.5
seen_pair_000634,0.5
seen_pair_000635,0.5
seen_pair_000636,0.5
seen_pair_000637,0.5
seen_pair_000638,0.5
seen_pair_000639,0.5
seen_pair_000640,0.5
seen_pair_000641,0.5
seen_pair_000642,0.5
seen_pair_000643,0.5
seen_pair_000644,0.5
seen_pair_000645,0.5
seen_pair_000646,0.5
seen_pair_000647,0.5
seen_pair_000648,0.5
seen_pair_000649,0.5
seen_pair_000650,0.5
seen_pair_000651,0.5
seen_pair_000652,0.5
seen_pair_000653,0.5
seen_pair_000654,0.5
seen_pair_000655,0.5
seen_pair_000656,0.5
seen_pair_000657,0.5
seen_pair_000658,0.5
seen_pair_000659,0.5
seen_pair_000660,0.5
seen_pair_000661,0.5
seen_pair_000662,0.5
seen_pair_000663,0.5
seen_pair_000664,0.5
seen_pair_000665,0.5
seen_pair_000666,0.5
seen_pair_000667,0.5
seen_pair_000668,0.5
seen_pair_000669,0.5
seen_pair_000670,0.5
seen_pair_000671,0.5
seen_pair_000672,0.5
seen_pair_000673,0.5
seen_pair_000674,0.5
seen_pair_000675,0.5
seen_pair_000676,0.5
seen_pair_000677,0.5
seen_pair_000678,0.5
seen_pair_000679,0.5
seen_pair_000680,0.5
seen_pair_000681,0.5
seen_pair_000682,0.5
seen_pair_000683,0.5
seen_pair_000684,0.5
seen_pair_000685,0.5
seen_pair_000686,0.5
seen_pair_000687,0.5
seen_pair_000688,0.5
seen_pair_000689,0.5
seen_pair_000690,0.5
seen_pair_000691,0.5
seen_pair_000692,0.5
seen_pair_000693,0.5
seen_pair_000694,0.5
seen_pair_000695,0.5
seen_pair_000696,0.5
seen_pair_000697,0.5
seen_pair_000698,0.5
seen_pair_000699,0.5
seen_pair_000700,0.5
seen_pair_000701,0.5
seen_pair_000702,0.5
seen_pair_000703,0.5
seen_pair_000704,0.5
seen_pair_000705,0.5
seen_pair_000706,0.5
seen_pair_000707,0.5
seen_pair_000708,0.5
seen_pair_000709,0.5
seen_pair_000710,0.5
seen_pair_000711,0.5
seen_pair_000712,0.5
seen_pair_000713,0.5
seen_pair_000714,0.5
seen_pair_000715,0.5
seen_pair_000716,0.5
seen_pair_000717,0.5
seen_pair_000718,0.5
seen_pair_000719,0.5
seen_pair_000720,0.5
seen_pair_000721,0.5
seen_pair_000722,0.5
seen_pair_000723,0.5
seen_pair_000724,0.5
seen_pair_000725,0.5
seen_pair_000726,0.5
seen_pair_000727,0.5
seen_pair_000728,0.5
seen_pair_000729,0.5
seen_pair_000730,0.5
seen_pair_000731,0.5
seen_pair_000732,0.5
seen_pair_000733,0.5
seen_pair_000734,0.5
seen_pair_000735,0.5
seen_pair_000736,0.5
seen_pair_000737,0.5
seen_pair_000738,0.5
seen_pair_000739,0.5
seen_pair_000740,0.5
seen_pair_000741,0.5
seen_pair_000742,0.5
seen_pair_000743,0.5
seen_pair_000744,0.5
seen_pair_000745,0.5
seen_pair_000746,0.5
seen_pair_000747,0.5
seen_pair_000748,0.5
seen_pair_000749,0.5
seen_pair_000750,0.5
seen_pair_000751,0.5
seen_pair_000752,0.5
seen_pair_000753,0.5
seen_pair_000754,0.5
seen_pair_000755,0.5
seen_pair_000756,0.5
seen_pair_000757,0.5
seen_pair_000758,0.5
seen_pair_000759,0.5
seen_pair_000760,0.5
seen_pair_000761,0.5
seen_pair_000762,0.5
seen_pair_000763,0.5
seen_pair_000764,0.5
seen_pair_000765,0.5
seen_pair_000766,0.5
seen_pair_000767,0.5
seen_pair_000768,0.5
seen_pair_000769,0.5
seen_pair_000770,0.5
seen_pair_000771,0.5
seen_pair_000772,0.5
seen_pair_000773,0.5
seen_pair_000774,0.5
seen_pair_000775,0.5
seen_pair_000776,0.5
seen_pair_000777,0.5
seen_pair_000778,0.5
seen_pair_000779,0.5
seen_pair_000780,0.5
seen_pair_000781,0.5
seen_pair_000782,0.5
seen_pair_000783,0.5
seen_pair_000784,0.5
seen_pair_000785,0.5
seen_pair_000786,0.5
seen_pair_000787,0.5
seen_pair_000788,0.5
seen_pair_000789,0.5
seen_pair_000790,0.5
seen_pair_000791,0.5
seen_pair_000792,0.5
seen_pair_000793,0.5
seen_pair_000794,0.5
seen_pair_000795,0.5
seen_pair_000796,0.5
seen_pair_000797,0.5
seen_pair_000798,0.5
seen_pair_000799,0.5
seen_pair_000800,0.5
seen_pair_000801,0.5
seen_pair_000802,0.5
seen_pair_000803,0.5
seen_pair_000804,0.5
seen_pair_000805,0.5
seen_pair_000806,0.5
seen_pair_000807,0.5
seen_pair_000808,0.5
seen_pair_000809,0.5
seen_pair_000810,0.5
seen_pair_000811,0.5
seen_pair_000812,0.5
seen_pair_000813,0.5
seen_pair_000814,0.5
seen_pair_000815,0.5
seen_pair_000816,0.5
seen_pair_000817,0.5
seen_pair_000818,0.5
seen_pair_000819,0.5
seen_pair_000820,0.5
seen_pair_000821,0.5
seen_pair_000822,0.5
seen_pair_000823,0.5
seen_pair_000824,0.5
seen_pair_000825,0.5
seen_pair_000826,0.5
seen_pair_000827,0.5
seen_pair_000828,0.5
seen_pair_000829,0.5
seen_pair_000830,0.5
seen_pair_000831,0.5
seen_pair_000832,0.5
seen_pair_000833,0.5
seen_pair_000834,0.5
seen_pair_000835,0.5
seen_pair_000836,0.5
seen_pair_000837,0.5
seen_pair_000838,0.5
seen_pair_000839,0.5
seen_pair_000840,0.5
seen_pair_000841,0.5
seen_pair_000842,0.5
seen_pair_000843,0.5
seen_pair_000844,0.5
seen_pair_000845,0.5
seen_pair_000846,0.5
seen_pair_000847,0.5
seen_pair_000848,0.5
seen_pair_000849,0.5
seen_pair_000850,0.5
seen_pair_000851,0.5
seen_pair_000852,0.5
seen_pair_000853,0.5
seen_pair_000854,0.5
seen_pair_000855,0.5
seen_pair_000856,0.5
seen_pair_000857,0.5
seen_pair_000858,0.5
seen_pair_000859,0.5
seen_pair_000860,0.5
seen_pair_000861,0.5
seen_pair_000862,0.5
seen_pair_000863,0.5
seen_pair_000864,0.5
seen_pair_000865,0.5
seen_pair_000866,0.5
seen_pair_000867,0.5
seen_pair_000868,0.5
seen_pair_000869,0.5
seen_pair_000870,0.5
seen_pair_000871,0.5
seen_pair_000872,0.5
seen_pair_000873,0.5
seen_pair_000874,0.5
seen_pair_000875,0.5
seen_pair_000876,0.5
seen_pair_000877,0.5
seen_pair_000878,0.5
seen_pair_000879,0.5
seen_pair_000880,0.5
seen_pair_000881,0.5
seen_pair_000882,0.5
seen_pair_000883,0.5
seen_pair_000884,0.5
seen_pair_000885,0.5
seen_pair_000886,0.5
seen_pair_000887,0.5
seen_pair_000888,0.5
seen_pair_000889,0.5
seen_pair_000890,0.5
seen_pair_000891,0.5
seen_pair_000892,0.5
seen_pair_000893,0.5
seen_pair_000894,0.5
seen_pair_000895,0.5
seen_pair_000896,0.5
seen_pair_000897,0.5
seen_pair_000898,0.5
seen_pair_000899,0.5
seen_pair_000900,0.5
seen_pair_000901,0.5
seen_pair_000902,0.5
seen_pair_000903,0.5
seen_pair_000904,0.5
seen_pair_000905,0.5
seen_pair_000906,0.5
seen_pair_000907,0.5
seen_pair_000908,0.5
seen_pair_000909,0.5
seen_pair_000910,0.5
seen_pair_000911,0.5
seen_pair_000912,0.5
seen_pair_000913,0.5
seen_pair_000914,0.5
seen_pair_000915,0.5
seen_pair_000916,0.5
seen_pair_000917,0.5
seen_pair_000918,0.5
seen_pair_000919,0.5
seen_pair_000920,0.5
seen_pair_000921,0.5
seen_pair_000922,0.5
seen_pair_000923,0.5
seen_pair_000924,0.5
seen_pair_000925,0.5
seen_pair_000926,0.5
seen_pair_000927,0.5
seen_pair_000928,0.5
seen_pair_000929,0.5
seen_pair_000930,0.5
seen_pair_000931,0.5
seen_pair_000932,0.5
seen_pair_000933,0.5
seen_pair_000934,0.5
seen_pair_000935,0.5
seen_pair_000936,0.5
seen_pair_000937,0.5
seen_pair_000938,0.5
seen_pair_000939,0.5
seen_pair_000940,0.5
seen_pair_000941,0.5
seen_pair_000942,0.5
seen_pair_000943,0.5
seen_pair_000944,0.5
seen_pair_000945,0.5
seen_pair_000946,0.5
seen_pair_000947,0.5
seen_pair_000948,0.5
seen_pair_000949,0.5
seen_pair_000950,0.5
seen_pair_000951,0.5
seen_pair_000952,0.5
seen_pair_000953,0.5
seen_pair_000954,0.5
seen_pair_000955,0.5
seen_pair_000956,0.5
seen_pair_000957,0.5
seen_pair_000958,0.5
seen_pair_000959,0.5
seen_pair_000960,0.5
seen_pair_000961,0.5
seen_pair_000962,0.5
seen_pair_000963,0.5
seen_pair_000964,0.5
seen_pair_000965,0.5
seen_pair_000966,0.5
seen_pair_000967,0.5
seen_pair_000968,0.5
seen_pair_000969,0.5
seen_pair_000970,0.5
seen_pair_000971,0.5
seen_pair_000972,0.5
seen_pair_000973,0.5
seen_pair_000974,0.5
seen_pair_000975,0.5
seen_pair_000976,0.5
seen_pair_000977,0.5
seen_pair_000978,0.5
seen_pair_000979,0.5
seen_pair_000980,0.5
seen_pair_000981,0.5
seen_pair_000982,0.5
seen_pair_000983,0.5
seen_pair_000984,0.5
seen_pair_000985,0.5
seen_pair_000986,0.5
seen_pair_000987,0.5
seen_pair_000988,0.5
seen_pair_000989,0.5
seen_pair_000990,0.5
seen_pair_000991,0.5
seen_pair_000992,0.5
seen_pair_000993,0.5
seen_pair_000994,0.5
seen_pair_000995,0.5
seen_pair_000996,0.5
seen_pair_000997,0.5
seen_pair_000998,0.5
seen_pair_000999,0.5
seen_pair_001000,0.5
seen_pair_001001,0.5
seen_pair_001002,0.5
seen_pair_001003,0.5
seen_pair_001004,0.5
seen_pair_001005,0.5
seen_pair_001006,0.5
seen_pair_001007,0.5
seen_pair_001008,0.5
seen_pair_001009,0.5
seen_pair_001010,0.5
seen_pair_001011,0.5
seen_pair_001012,0.5
seen_pair_001013,0.5
seen_pair_001014,0.5
seen_pair_001015,0.5
seen_pair_001016,0.5
seen_pair_001017,0.5
seen_pair_001018,0.5
seen_pair_001019,0.5
seen_pair_001020,0.5
seen_pair_001021,0.5
seen_pair_001022,0.5
seen_pair_001023,0.5
seen_pair_001024,0.5
seen_pair_001025,0.5
seen_pair_001026,0.5
seen_pair_001027,0.5
seen_pair_001028,0.5
seen_pair_001029,0.5
seen_pair_001030,0.5
seen_pair_001031,0.5
seen_pair_001032,0.5
seen_pair_001033,0.5
seen_pair_001034,0.5
seen_pair_001035,0.5
seen_pair_001036,0.5
seen_pair_001037,0.5
seen_pair_001038,0.5
seen_pair_001039,0.5
seen_pair_001040,0.5
seen_pair_001041,0.5
seen_pair_001042,0.5
seen_pair_001043,0.5
seen_pair_001044,0.5
seen_pair_001045,0.5
seen_pair_001046,0.5
seen_pair_001047,0.5
seen_pair_001048,0.5
seen_pair_001049,0.5
seen_pair_001050,0.5
seen_pair_001051,0.5
seen_pair_001052,0.5
seen_pair_001053,0.5
seen_pair_001054,0.5
seen_pair_001055,0.5
seen_pair_001056,0.5
seen_pair_001057,0.5
seen_pair_001058,0.5
seen_pair_001059,0.5
seen_pair_001060,0.5
seen_pair_001061,0.5
seen_pair_001062,0.5
seen_pair_001063,0.5
seen_pair_001064,0.5
seen_pair_001065,0.5
seen_pair_001066,0.5
seen_pair_001067,0.5
seen_pair_001068,0.5
seen_pair_001069,0.5
seen_pair_001070,0.5
seen_pair_001071,0.5
seen_pair_001072,0.5
seen_pair_001073,0.5
seen_pair_001074,0.5
seen_pair_001075,0.5
seen_pair_001076,0.5
